label,type,handle,block_entities
CombinedFlFrTrouser,TEXT,102,
CombinedFlFrTrouser,TEXT,103,
CombinedFlFrTrouser,TEXT,104,
CombinedFlFrTrouser,TEXT,105,
CombinedFlFrTrouser,TEXT,106,
CombinedFlFrTrouser,TEXT,107,
CombinedFlFrTrouser,TEXT,108,
CombinedFlFrTrouser,TEXT,109,
CombinedFlFrTrouser,TEXT,10A,
CombinedFlFrTrouser,INSERT,100,"[{'type': 'LINE', 'handle': '10C'}, {'type': 'TEXT', 'handle': '10D'}, {'type': 'TEXT', 'handle': '10E'}, {'type': 'TEXT', 'handle': '10F'}, {'type': 'TEXT', 'handle': '110'}, {'type': 'TEXT', 'handle': '111'}, {'type': 'TEXT', 'handle': '112'}, {'type': 'TEXT', 'handle': '113'}, {'type': 'TEXT', 'handle': '114'}, {'type': 'TEXT', 'handle': '115'}, {'type': 'POLYLINE', 'handle': '116', 'points': [[0.015748031144067, 5.400814221599909, 0.0], [0.015748031144067, 8.90091347882128, 0.0], [7.140848955770177, 8.90091347882128, 0.0], [7.140848955770177, 5.400814221599909, 0.0]]}, {'type': 'POLYLINE', 'handle': '11D', 'points': [[0.015748031144067, 5.400814221599909, 0.0], [0.015748031144067, 8.90091347882128, 0.0], [7.140848955770177, 8.90091347882128, 0.0], [7.140848955770177, 5.400814221599909, 0.0]]}, {'type': 'POINT', 'handle': '124'}, {'type': 'TEXT', 'handle': '125'}, {'type': 'POINT', 'handle': '126'}, {'type': 'TEXT', 'handle': '127'}, {'type': 'POINT', 'handle': '128'}, {'type': 'TEXT', 'handle': '129'}, {'type': 'POINT', 'handle': '12A'}, {'type': 'TEXT', 'handle': '12B'}]"
CombinedFlFrTrouser,TEXT,102,
CombinedFlFrTrouser,TEXT,103,
CombinedFlFrTrouser,TEXT,104,
CombinedFlFrTrouser,TEXT,105,
CombinedFlFrTrouser,TEXT,106,
CombinedFlFrTrouser,TEXT,107,
CombinedFlFrTrouser,TEXT,108,
CombinedFlFrTrouser,TEXT,109,
CombinedFlFrTrouser,TEXT,10A,
CombinedFlFrTrouser,INSERT,100,"[{'type': 'LINE', 'handle': '10C'}, {'type': 'TEXT', 'handle': '10D'}, {'type': 'TEXT', 'handle': '10E'}, {'type': 'TEXT', 'handle': '10F'}, {'type': 'TEXT', 'handle': '110'}, {'type': 'TEXT', 'handle': '111'}, {'type': 'TEXT', 'handle': '112'}, {'type': 'TEXT', 'handle': '113'}, {'type': 'TEXT', 'handle': '114'}, {'type': 'TEXT', 'handle': '115'}, {'type': 'TEXT', 'handle': '116'}, {'type': 'POLYLINE', 'handle': '117', 'points': [[70.37974718048811, 35.42580585333115, 0.0], [70.37974718048817, 28.40139434093571, 0.0], [70.37974718048808, 26.01300451082444, 0.0], [51.54883404614073, 24.61964355591305, 0.0], [49.84320788163254, 24.50530196440297, 0.0], [48.13756808258643, 24.33484700035918, 0.0], [46.44362378756611, 24.10961616273808, 0.0], [44.75772299383657, 23.82934789350846, 0.0], [42.82468505061983, 23.44729365105861, 0.0], [40.90581362256134, 23.01144137671704, 0.0], [38.9941288844334, 22.52003162039081, 0.0], [37.10976666624693, 21.97832202016256, 0.0], [35.64294891721359, 21.32486281210632, 0.0], [35.55255552340571, 22.67201475254396, 0.0], [35.46310410336603, 23.34957604390377, 0.0], [35.32914564636766, 24.02306273825162, 0.0], [35.1976270017482, 24.5312236910195, 0.0], [35.14786349066537, 24.6854283467971, 0.0], [35.08801359356221, 24.83633583358557, 0.0], [34.93942229991998, 25.12471887952923, 0.0], [34.75444162714667, 25.39127171009771, 0.0], [34.53627671881399, 25.63137227724717, 0.0], [34.41585273670324, 25.74024294036515, 0.0], [34.29680191155924, 25.83488566479482, 0.0], [33.9957069811494, 26.00829829156996, 0.0], [33.68437008154662, 26.16142214423764, 0.0], [33.36332681309165, 26.29403620444373, 0.0], [33.28130918207453, 26.3240461820621, 0.0], [32.93742813810604, 26.43413634847544, 0.0], [32.58781070257307, 26.52134265411404, 0.0], [32.2321528263958, 26.58570503839282, 0.0], [31.93355856712293, 26.62753382343908, 0.0], [23.56929953248251, 27.2882913588352, 0.0], [23.93251032598234, 28.99710080040774, 0.0], [23.98893187730883, 29.4561816726178, 0.0], [24.03956305595057, 29.93769459688989, 0.0], [24.08163147467452, 30.4177734408355, 0.0], [24.11532760163713, 30.89795615259719, 0.0], [24.15211881664905, 31.5644155334196, 0.0], [24.18043720521184, 32.22833918133906, 0.0], [24.20058675367463, 32.89663638136567, 0.0], [24.20443430730242, 33.59303025529604, 0.0], [24.16311190607346, 34.1435289442101, 0.0], [24.3826871698205, 34.67630001507346, 0.0], [24.4978319702832, 35.06923774894455, 0.0], [24.54906983316922, 35.2471489147002, 0.0], [24.70059958653155, 35.82161888694743, 0.0], [24.83784275686963, 36.3936623493135, 0.0], [24.96321829953787, 36.97272663705368, 0.0], [25.05294612087561, 37.44355363350054, 0.0], [25.12977370512474, 37.91714677562486, 0.0], [25.19396869230195, 38.39612391341871, 0.0], [25.25193390254654, 38.93951138612818, 0.0], [26.29834015110931, 38.92688840727558, 0.0], [27.33322883265449, 38.89884255658684, 0.0], [28.37049810498624, 38.85513061575667, 0.0], [29.40631781925537, 38.79585023092161, 0.0], [30.41684029932696, 38.72257790758468, 0.0], [31.42544896272207, 38.6338586960747, 0.0], [31.7110241796114, 38.60595892333545, 0.0], [32.3637174190189, 38.52799854346777, 0.0], [33.25992030576352, 38.40765672684902, 0.0], [34.62468171726115, 38.18741012726483, 0.0], [36.70572570108165, 37.85128846306802, 0.0], [38.32992300515272, 37.64646648757832, 0.0], [39.96367491613118, 37.45597495113726, 0.0], [41.59779053883744, 37.28107854495305, 0.0], [43.23329355234988, 37.12165185380546, 0.0], [45.31018207056332, 36.93687834931999, 0.0], [47.38742554496303, 36.76765442075306, 0.0], [49.46760578758551, 36.61377424768396, 0.0], [51.55054787905083, 36.47528367321055, 0.0], [66.24657757792076, 35.39506243024461, 0.0]]}, {'type': 'POLYLINE', 'handle': '163', 'points': [[66.2447471318282, 34.89503499091141, 0.0], [66.24474713182825, 28.40139434093565, 0.0], [66.24474713182829, 26.2084079070354, 0.0], [51.51364562123661, 25.11840084875662, 0.0], [49.80160724740426, 25.00350171379627, 0.0], [48.07975735941367, 24.83142687457396, 0.0], [46.36967772018655, 24.60405099410317, 0.0], [44.66825603475459, 24.32121974391301, 0.0], [42.72083909918963, 23.9363398757369, 0.0], [40.78819860370198, 23.49735988428285, 0.0], [38.862829005582, 23.00243227634046, 0.0], [36.93814216562964, 22.44923645117151, 0.0], [36.09386572786786, 22.07311595988086, 0.0], [36.05035778184823, 22.72152411711143, 0.0], [35.95667271147102, 23.43115373772276, 0.0], [35.81676263246639, 24.13456268051097, 0.0], [35.67798709729998, 24.67076276358769, 0.0], [35.61867566217803, 24.85455404433915, 0.0], [35.54373627041437, 25.04350867617694, 0.0], [35.36888100408436, 25.38286432123141, 0.0], [35.14653311229914, 25.70326244195216, 0.0], [34.88981132520948, 25.98579663661706, 0.0], [34.73940817250131, 26.12177030800148, 0.0], [34.57871091369231, 26.24952100913102, 0.0], [34.23106393142547, 26.44974482659345, 0.0], [33.89023820989374, 26.61737207423358, 0.0], [33.54454130010868, 26.75993259511662, 0.0], [33.44357201918628, 26.79687692492454, 0.0], [33.07444016479036, 26.91528052940047, 0.0], [32.69282055793614, 27.01046924909999, 0.0], [32.31138057955112, 27.07929323944376, 0.0], [32.0535271752105, 27.1155781398608, 0.0], [24.38403654286242, 28.71649367368127, 0.0], [24.4261213644283, 28.91449148026038, 0.0], [24.48569668059757, 29.39956264643425, 0.0], [24.53723796490716, 29.88972751679597, 0.0], [24.58006348678961, 30.37844457535542, 0.0], [24.61433372883053, 30.86666769625437, 0.0], [24.65151147306489, 31.53997888095228, 0.0], [24.68009694597689, 32.21016478081301, 0.0], [24.70046343299624, 32.88686147731991, 0.0], [24.70672459114255, 33.58125843605816, 0.0], [24.67058936911305, 34.06265331533055, 0.0], [24.8549413845295, 34.50986501874446, 0.0], [24.97800146401039, 34.92982571517695, 0.0], [25.03105941044521, 35.11427585425669, 0.0], [25.18543300481964, 35.69953239928037, 0.0], [25.3252839374927, 36.28244145600787, 0.0], [25.45313999608414, 36.87303747093264, 0.0], [25.54530199816531, 37.35672880479996, 0.0], [25.62433187069191, 37.84390278539625, 0.0], [25.69033803608962, 38.33635301498984, 0.0], [25.70077842614782, 38.43407284791075, 0.0], [26.28855871351686, 38.42699827523051, 0.0], [27.31593022569509, 38.39915600857779, 0.0], [28.34568805330668, 38.35576071718874, 0.0], [29.37395401820034, 38.29691325158035, 0.0], [30.37685015746466, 38.22419450866924, 0.0], [31.37927145416866, 38.13600125811728, 0.0], [31.6570944702766, 38.10890548107192, 0.0], [32.30080065099826, 38.03198607770582, 0.0], [33.18682037748572, 37.91307408039964, 0.0], [34.54499102113255, 37.69380159265413, 0.0], [36.63458098092769, 37.35645122415437, 0.0], [38.26966994657855, 37.15011583131199, 0.0], [39.90811656695479, 36.959076893632, 0.0], [41.54693039172098, 36.78367764278853, 0.0], [43.18688414357721, 36.62381482424244, 0.0], [45.26772855566732, 36.43868739717087, 0.0], [47.34868317181738, 36.26916113525282, 0.0], [49.43257709950942, 36.11500625024505, 0.0], [51.5156356727807, 35.97650708645347, 0.0], [66.2300834336912, 34.89492591910474, 0.0]]}, {'type': 'POINT', 'handle': '1AF'}, {'type': 'TEXT', 'handle': '1B0'}, {'type': 'POINT', 'handle': '1B1'}, {'type': 'TEXT', 'handle': '1B2'}, {'type': 'POINT', 'handle': '1B3'}, {'type': 'TEXT', 'handle': '1B4'}, {'type': 'POINT', 'handle': '1B5'}, {'type': 'TEXT', 'handle': '1B7'}, {'type': 'POINT', 'handle': '1B8'}, {'type': 'TEXT', 'handle': '1B9'}, {'type': 'POINT', 'handle': '1BA'}, {'type': 'TEXT', 'handle': '1BC'}, {'type': 'POINT', 'handle': '1BD'}, {'type': 'POINT', 'handle': '1BE'}, {'type': 'POINT', 'handle': '1BF'}, {'type': 'POINT', 'handle': '1C0'}, {'type': 'POINT', 'handle': '1C1'}, {'type': 'POINT', 'handle': '1C2'}, {'type': 'POINT', 'handle': '1C3'}, {'type': 'POINT', 'handle': '1C4'}, {'type': 'TEXT', 'handle': '1C5'}, {'type': 'POINT', 'handle': '1C6'}, {'type': 'TEXT', 'handle': '1C7'}, {'type': 'POINT', 'handle': '1C8'}, {'type': 'POINT', 'handle': '1C9'}, {'type': 'POINT', 'handle': '1CA'}, {'type': 'POINT', 'handle': '1CB'}, {'type': 'POINT', 'handle': '1CC'}, {'type': 'POINT', 'handle': '1CD'}, {'type': 'POINT', 'handle': '1CE'}, {'type': 'POINT', 'handle': '1CF'}, {'type': 'POINT', 'handle': '1D0'}, {'type': 'POINT', 'handle': '1D1'}, {'type': 'POINT', 'handle': '1D2'}, {'type': 'POINT', 'handle': '1D3'}, {'type': 'POINT', 'handle': '1D4'}, {'type': 'POINT', 'handle': '1D5'}, {'type': 'POINT', 'handle': '1D6'}, {'type': 'POINT', 'handle': '1D7'}, {'type': 'POINT', 'handle': '1D8'}, {'type': 'POINT', 'handle': '1D9'}, {'type': 'TEXT', 'handle': '1DA'}, {'type': 'POINT', 'handle': '1DB'}, {'type': 'TEXT', 'handle': '1DC'}, {'type': 'POINT', 'handle': '1DD'}, {'type': 'TEXT', 'handle': '1DE'}, {'type': 'POINT', 'handle': '1DF'}, {'type': 'TEXT', 'handle': '1E1'}, {'type': 'POINT', 'handle': '1E2'}, {'type': 'POINT', 'handle': '1E3'}, {'type': 'POINT', 'handle': '1E4'}, {'type': 'POINT', 'handle': '1E5'}, {'type': 'POINT', 'handle': '1E6'}, {'type': 'POINT', 'handle': '1E7'}, {'type': 'POINT', 'handle': '1E8'}, {'type': 'POINT', 'handle': '1E9'}, {'type': 'TEXT', 'handle': '1EA'}, {'type': 'POINT', 'handle': '1EB'}, {'type': 'TEXT', 'handle': '1EC'}, {'type': 'POINT', 'handle': '1ED'}, {'type': 'TEXT', 'handle': '1EE'}, {'type': 'POINT', 'handle': '1EF'}, {'type': 'POINT', 'handle': '1F0'}, {'type': 'POINT', 'handle': '1F1'}, {'type': 'POINT', 'handle': '1F2'}, {'type': 'POINT', 'handle': '1F3'}, {'type': 'POINT', 'handle': '1F4'}, {'type': 'POINT', 'handle': '1F5'}, {'type': 'POINT', 'handle': '1F6'}, {'type': 'TEXT', 'handle': '1F7'}, {'type': 'POINT', 'handle': '1F8'}, {'type': 'POINT', 'handle': '1F9'}, {'type': 'POINT', 'handle': '1FA'}, {'type': 'POINT', 'handle': '1FB'}, {'type': 'POINT', 'handle': '1FC'}, {'type': 'POINT', 'handle': '1FD'}, {'type': 'POINT', 'handle': '1FE'}, {'type': 'TEXT', 'handle': '1FF'}, {'type': 'POINT', 'handle': '200'}, {'type': 'POINT', 'handle': '201'}, {'type': 'TEXT', 'handle': '202'}, {'type': 'POINT', 'handle': '203'}, {'type': 'TEXT', 'handle': '204'}, {'type': 'POINT', 'handle': '205'}, {'type': 'TEXT', 'handle': '206'}, {'type': 'POINT', 'handle': '207'}, {'type': 'TEXT', 'handle': '209'}, {'type': 'POINT', 'handle': '20A'}, {'type': 'POINT', 'handle': '20B'}, {'type': 'POINT', 'handle': '20C'}, {'type': 'POINT', 'handle': '20D'}, {'type': 'POINT', 'handle': '20E'}, {'type': 'POINT', 'handle': '20F'}, {'type': 'POINT', 'handle': '210'}, {'type': 'POINT', 'handle': '211'}, {'type': 'TEXT', 'handle': '212'}, {'type': 'POINT', 'handle': '213'}, {'type': 'TEXT', 'handle': '215'}, {'type': 'POINT', 'handle': '216'}, {'type': 'TEXT', 'handle': '217'}, {'type': 'POINT', 'handle': '218'}, {'type': 'TEXT', 'handle': '21A'}, {'type': 'POINT', 'handle': '21B'}, {'type': 'TEXT', 'handle': '21C'}, {'type': 'POINT', 'handle': '21D'}, {'type': 'TEXT', 'handle': '21E'}, {'type': 'POINT', 'handle': '21F'}, {'type': 'TEXT', 'handle': '220'}, {'type': 'POINT', 'handle': '221'}, {'type': 'TEXT', 'handle': '223'}, {'type': 'POINT', 'handle': '224'}, {'type': 'TEXT', 'handle': '225'}, {'type': 'POINT', 'handle': '226'}, {'type': 'TEXT', 'handle': '228'}, {'type': 'POINT', 'handle': '229'}, {'type': 'POINT', 'handle': '22A'}, {'type': 'POINT', 'handle': '22B'}, {'type': 'POINT', 'handle': '22C'}, {'type': 'POINT', 'handle': '22D'}, {'type': 'POINT', 'handle': '22E'}, {'type': 'POINT', 'handle': '22F'}, {'type': 'POINT', 'handle': '230'}, {'type': 'TEXT', 'handle': '231'}, {'type': 'POINT', 'handle': '232'}, {'type': 'TEXT', 'handle': '233'}, {'type': 'POINT', 'handle': '234'}, {'type': 'POINT', 'handle': '235'}, {'type': 'POINT', 'handle': '236'}, {'type': 'POINT', 'handle': '237'}, {'type': 'POINT', 'handle': '238'}, {'type': 'POINT', 'handle': '239'}, {'type': 'POINT', 'handle': '23A'}, {'type': 'POINT', 'handle': '23B'}, {'type': 'POINT', 'handle': '23C'}, {'type': 'POINT', 'handle': '23D'}, {'type': 'POINT', 'handle': '23E'}, {'type': 'POINT', 'handle': '23F'}, {'type': 'POINT', 'handle': '240'}, {'type': 'POINT', 'handle': '241'}, {'type': 'POINT', 'handle': '242'}, {'type': 'POINT', 'handle': '243'}, {'type': 'POINT', 'handle': '244'}, {'type': 'POINT', 'handle': '245'}, {'type': 'TEXT', 'handle': '246'}, {'type': 'POINT', 'handle': '247'}, {'type': 'TEXT', 'handle': '248'}, {'type': 'POINT', 'handle': '249'}, {'type': 'TEXT', 'handle': '24A'}, {'type': 'POINT', 'handle': '24B'}, {'type': 'TEXT', 'handle': '24D'}, {'type': 'POINT', 'handle': '24E'}, {'type': 'POINT', 'handle': '24F'}, {'type': 'POINT', 'handle': '250'}, {'type': 'POINT', 'handle': '251'}, {'type': 'POINT', 'handle': '252'}, {'type': 'POINT', 'handle': '253'}, {'type': 'POINT', 'handle': '254'}, {'type': 'POINT', 'handle': '255'}, {'type': 'TEXT', 'handle': '256'}, {'type': 'POINT', 'handle': '257'}, {'type': 'TEXT', 'handle': '258'}, {'type': 'POINT', 'handle': '259'}, {'type': 'TEXT', 'handle': '25A'}, {'type': 'POINT', 'handle': '25B'}, {'type': 'POINT', 'handle': '25C'}, {'type': 'POINT', 'handle': '25D'}, {'type': 'POINT', 'handle': '25E'}, {'type': 'POINT', 'handle': '25F'}, {'type': 'POINT', 'handle': '260'}, {'type': 'POINT', 'handle': '261'}, {'type': 'POINT', 'handle': '262'}, {'type': 'TEXT', 'handle': '263'}, {'type': 'POINT', 'handle': '264'}, {'type': 'POINT', 'handle': '265'}, {'type': 'POINT', 'handle': '266'}, {'type': 'POINT', 'handle': '267'}, {'type': 'POINT', 'handle': '268'}, {'type': 'POINT', 'handle': '269'}, {'type': 'POINT', 'handle': '26A'}, {'type': 'TEXT', 'handle': '26B'}, {'type': 'POINT', 'handle': '26C'}, {'type': 'POINT', 'handle': '26D'}, {'type': 'TEXT', 'handle': '26E'}, {'type': 'POINT', 'handle': '26F'}, {'type': 'TEXT', 'handle': '270'}, {'type': 'POINT', 'handle': '271'}, {'type': 'TEXT', 'handle': '272'}, {'type': 'POINT', 'handle': '273'}, {'type': 'TEXT', 'handle': '275'}, {'type': 'POINT', 'handle': '276'}, {'type': 'POINT', 'handle': '277'}, {'type': 'POINT', 'handle': '278'}, {'type': 'POINT', 'handle': '279'}, {'type': 'POINT', 'handle': '27A'}, {'type': 'POINT', 'handle': '27B'}, {'type': 'POINT', 'handle': '27C'}, {'type': 'POINT', 'handle': '27D'}, {'type': 'TEXT', 'handle': '27E'}, {'type': 'POINT', 'handle': '27F'}, {'type': 'TEXT', 'handle': '281'}, {'type': 'POINT', 'handle': '282'}, {'type': 'TEXT', 'handle': '283'}, {'type': 'POINT', 'handle': '284'}, {'type': 'TEXT', 'handle': '286'}, {'type': 'LINE', 'handle': '287'}, {'type': 'POINT', 'handle': '288'}, {'type': 'TEXT', 'handle': '289'}, {'type': 'POINT', 'handle': '28A'}, {'type': 'TEXT', 'handle': '28B'}, {'type': 'LINE', 'handle': '28C'}, {'type': 'POINT', 'handle': '28D'}, {'type': 'TEXT', 'handle': '28E'}, {'type': 'POINT', 'handle': '28F'}, {'type': 'TEXT', 'handle': '290'}, {'type': 'POINT', 'handle': '291'}, {'type': 'POINT', 'handle': '292'}, {'type': 'TEXT', 'handle': '293'}, {'type': 'LINE', 'handle': '294'}, {'type': 'POINT', 'handle': '295'}, {'type': 'TEXT', 'handle': '296'}, {'type': 'POINT', 'handle': '297'}, {'type': 'TEXT', 'handle': '298'}, {'type': 'LINE', 'handle': '299'}, {'type': 'POINT', 'handle': '29A'}, {'type': 'TEXT', 'handle': '29B'}, {'type': 'POINT', 'handle': '29C'}, {'type': 'TEXT', 'handle': '29D'}, {'type': 'POINT', 'handle': '29E'}, {'type': 'POINT', 'handle': '29F'}, {'type': 'TEXT', 'handle': '2A0'}, {'type': 'POLYLINE', 'handle': '2A1', 'points': [[36.93813571237086, 22.4492333536073, 0.0], [36.63459124160916, 37.35644920604435, 0.0]]}, {'type': 'POLYLINE', 'handle': '2A6', 'points': [[36.93813571237086, 22.4492333536073, 0.0], [36.63459124160916, 37.35644920604435, 0.0]]}, {'type': 'POINT', 'handle': '2AB'}, {'type': 'TEXT', 'handle': '2AC'}, {'type': 'POINT', 'handle': '2AD'}, {'type': 'TEXT', 'handle': '2AE'}, {'type': 'POLYLINE', 'handle': '2AF', 'points': [[32.0535271752105, 27.1155781398608, 0.0], [33.1867896922402, 37.91307544145058, 0.0]]}, {'type': 'POLYLINE', 'handle': '2B4', 'points': [[32.0535271752105, 27.1155781398608, 0.0], [33.1867896922402, 37.91307544145058, 0.0]]}, {'type': 'POINT', 'handle': '2B9'}, {'type': 'TEXT', 'handle': '2BA'}, {'type': 'POINT', 'handle': '2BB'}, {'type': 'TEXT', 'handle': '2BC'}, {'type': 'POLYLINE', 'handle': '2BD', 'points': [[26.83725413375013, 33.75201488104392, 0.0], [28.9387498314925, 33.3439173660879, 0.0]]}, {'type': 'POLYLINE', 'handle': '2C2', 'points': [[26.83725413375013, 33.75201488104392, 0.0], [28.9387498314925, 33.3439173660879, 0.0]]}, {'type': 'POINT', 'handle': '2C7'}, {'type': 'TEXT', 'handle': '2C8'}, {'type': 'POINT', 'handle': '2C9'}, {'type': 'TEXT', 'handle': '2CA'}, {'type': 'POLYLINE', 'handle': '2CB', 'points': [[26.28924734010471, 30.92971561461922, 0.0], [28.39074904524435, 30.52161509596456, 0.0]]}, {'type': 'POLYLINE', 'handle': '2D0', 'points': [[26.28924734010471, 30.92971561461922, 0.0], [28.39074904524435, 30.52161509596456, 0.0]]}, {'type': 'POINT', 'handle': '2D5'}, {'type': 'TEXT', 'handle': '2D6'}, {'type': 'POINT', 'handle': '2D7'}, {'type': 'TEXT', 'handle': '2D8'}, {'type': 'POLYLINE', 'handle': '2D9', 'points': [[27.38515279424472, 36.57421502541369, 0.0], [29.48675061774066, 36.16611450675904, 0.0]]}, {'type': 'POLYLINE', 'handle': '2DE', 'points': [[27.38515279424472, 36.57421502541369, 0.0], [29.48675061774066, 36.16611450675904, 0.0]]}, {'type': 'POINT', 'handle': '2E3'}, {'type': 'TEXT', 'handle': '2E4'}, {'type': 'POINT', 'handle': '2E5'}, {'type': 'TEXT', 'handle': '2E6'}, {'type': 'POLYLINE', 'handle': '2E7', 'points': [[51.5135767715653, 25.11839608507832, 0.0], [51.51562326492404, 35.97650804857569, 0.0]]}, {'type': 'POLYLINE', 'handle': '2EC', 'points': [[51.5135767715653, 25.11839608507832, 0.0], [51.51562326492404, 35.97650804857569, 0.0]]}, {'type': 'POINT', 'handle': '2F1'}, {'type': 'TEXT', 'handle': '2F2'}, {'type': 'POINT', 'handle': '2F3'}, {'type': 'TEXT', 'handle': '2F4'}, {'type': 'TEXT', 'handle': '2F5'}, {'type': 'TEXT', 'handle': '2F6'}, {'type': 'TEXT', 'handle': '2F7'}, {'type': 'TEXT', 'handle': '2F8'}, {'type': 'TEXT', 'handle': '2F9'}, {'type': 'TEXT', 'handle': '2FA'}, {'type': 'TEXT', 'handle': '2FB'}, {'type': 'TEXT', 'handle': '2FC'}, {'type': 'POLYLINE', 'handle': '2FD', 'points': [[24.4261213644283, 28.91449148026038, 0.0], [66.24474713182825, 28.40139434093565, 0.0]]}, {'type': 'POLYLINE', 'handle': '302', 'points': [[24.4261213644283, 28.91449148026038, 0.0], [66.24474713182825, 28.40139434093565, 0.0]]}, {'type': 'POINT', 'handle': '307'}, {'type': 'TEXT', 'handle': '308'}, {'type': 'POINT', 'handle': '309'}, {'type': 'TEXT', 'handle': '30A'}, {'type': 'TEXT', 'handle': '30B'}, {'type': 'TEXT', 'handle': '30C'}]"
CombinedFlFrTrouser,TEXT,102,
CombinedFlFrTrouser,TEXT,103,
CombinedFlFrTrouser,TEXT,104,
CombinedFlFrTrouser,TEXT,105,
CombinedFlFrTrouser,TEXT,106,
CombinedFlFrTrouser,TEXT,107,
CombinedFlFrTrouser,TEXT,108,
CombinedFlFrTrouser,TEXT,109,
CombinedFlFrTrouser,TEXT,10A,
